tag; date; Home Team; Guest Team; Home Score; Guest Score; Home Corners; Guest Corner
Sh1CoRqo; 08.08.2020 20:00; Khimki; CSKA Moscow; 0; 2; 2; 4
4CiN7H0m; 08.08.2020 22:30; Tambov; FK Rostov; 0; 1; 1; 4
Yiqv4ZaC; 09.08.2020 21:00; Ufa; Krasnodar; 0; 3; 5; 7
0voW5eVa; 09.08.2020 23:00; Arsenal Tula; Akhmat Grozny; 0; 0; 4; 5
QLhJ8cos; 10.08.2020 00:00; Spartak Moscow; Sochi; 2; 2; 2; 5
jTwq3gFI; 10.08.2020 21:00; Ural; Dynamo Moscow; 0; 2; 4; 8
